# t theta1 omega1 theta2 omega2 KE1 PE1 KE2 PE2 E_Total
10.62000000 -0.09722477 -0.68699130 -0.03549016 0.38930180 0.23597852 0.04632876 0.07577794 0.00617745 0.37950733
10.63000000 -0.10404766 -0.67749581 -0.03158209 0.39223029 0.22950028 0.05305323 0.07692230 0.00489198 0.38537283
10.64000000 -0.11077289 -0.66746332 -0.02764725 0.39465025 0.22275364 0.06012594 0.07787441 0.00374900 0.39214248
10.65000000 -0.11739523 -0.65692132 -0.02369084 0.39654204 0.21577281 0.06752135 0.07862279 0.00275283 0.39979183
10.66000000 -0.12390971 -0.64589725 -0.01971824 0.39788708 0.20859163 0.07521319 0.07915706 0.00190705 0.40829238
10.67000000 -0.13031166 -0.63441840 -0.01573498 0.39866797 0.20124335 0.08317464 0.07946807 0.00121440 0.41761173
10.68000000 -0.13659666 -0.62251182 -0.01174681 0.39886853 0.19376049 0.09137845 0.07954805 0.00067682 0.42771374
10.69000000 -0.14276056 -0.61020425 -0.00775960 0.39847391 0.18617461 0.09979707 0.07939073 0.00029534 0.43855878
10.70000000 -0.14879949 -0.59752198 -0.00377936 0.39747065 0.17851626 0.10840279 0.07899146 0.00007006 0.45010392
10.71000000 -0.15470984 -0.58449085 0.00018775 0.39584673 0.17081478 0.11716785 0.07834732 0.00000017 0.46230316
10.72000000 -0.16048823 -0.57113609 0.00413547 0.39359166 0.16309822 0.12606457 0.07745720 0.00008389 0.47510771
10.73000000 -0.16613156 -0.55748229 0.00805745 0.39069650 0.15539325 0.13506543 0.07632188 0.00031844 0.48846624
10.74000000 -0.17163696 -0.54355332 0.01194724 0.38715396 0.14772511 0.14414322 0.07494409 0.00070011 0.50232517
10.75000000 -0.17700179 -0.52937228 0.01579835 0.38295841 0.14011750 0.15327106 0.07332857 0.00122420 0.51662891
10.76000000 -0.18222364 -0.51496139 0.01960422 0.37810593 0.13259262 0.16242257 0.07148205 0.00188506 0.53132022
10.77000000 -0.18730032 -0.50034201 0.02335827 0.37259436 0.12517106 0.17157185 0.06941328 0.00267609 0.54634045
10.78000000 -0.19222985 -0.48553452 0.02705391 0.36642329 0.11787188 0.18069366 0.06713301 0.00358982 0.56162985
10.79000000 -0.19701045 -0.47055832 0.03068454 0.35959414 0.11071257 0.18976337 0.06465397 0.00461790 0.57712784
10.80000000 -0.20164052 -0.45543177 0.03424361 0.35211010 0.10370905 0.19875709 0.06199076 0.00575116 0.59277334
10.81000000 -0.20611864 -0.44017219 0.03772458 0.34397623 0.09687578 0.20765167 0.05915982 0.00697969 0.60850503
10.82000000 -0.21044357 -0.42479578 0.04112099 0.33519937 0.09022573 0.21642477 0.05617931 0.00829287 0.62426159
10.83000000 -0.21461422 -0.40931765 0.04442645 0.32578820 0.08377047 0.22505487 0.05306898 0.00967945 0.63998204
10.84000000 -0.21862963 -0.39375177 0.04763467 0.31575323 0.07752023 0.23352129 0.04985005 0.01112764 0.65560593
10.85000000 -0.22248900 -0.37811098 0.05073948 0.30510674 0.07148396 0.24180421 0.04654506 0.01262519 0.67107363
10.86000000 -0.22619164 -0.36240700 0.05373481 0.29386279 0.06566942 0.24988471 0.04317767 0.01415944 0.68632652
10.87000000 -0.22973697 -0.34665039 0.05661479 0.28203719 0.06008325 0.25774474 0.03977249 0.01571748 0.70130727
10.88000000 -0.23312451 -0.33085059 0.05937368 0.26964745 0.05473106 0.26536711 0.03635487 0.01728619 0.71595998
10.89000000 -0.23635387 -0.31501596 0.06200592 0.25671275 0.04961753 0.27273554 0.03295072 0.01885238 0.73023042
10.90000000 -0.23942473 -0.29915372 0.06450619 0.24325391 0.04474647 0.27983460 0.02958623 0.02040286 0.74406619
10.91000000 -0.24233687 -0.28327007 0.06686933 0.22929329 0.04012097 0.28664974 0.02628771 0.02192457 0.75741687
10.92000000 -0.24509008 -0.26737014 0.06909046 0.21485477 0.03574340 0.29316723 0.02308129 0.02340466 0.77023422
10.93000000 -0.24768423 -0.25145810 0.07116492 0.19996370 0.03161559 0.29937419 0.01999274 0.02483062 0.78247225
10.94000000 -0.25011921 -0.23553712 0.07308831 0.18464676 0.02773887 0.30525855 0.01704721 0.02619036 0.79408741
10.95000000 -0.25239495 -0.21960949 0.07485652 0.16893198 0.02411416 0.31080902 0.01426901 0.02747233 0.80503864
10.96000000 -0.25451139 -0.20367662 0.07646572 0.15284860 0.02074208 0.31601511 0.01168135 0.02866560 0.81528752
10.97000000 -0.25646847 -0.18773912 0.07791237 0.13642700 0.01762299 0.32086707 0.00930616 0.02975995 0.82479834
10.98000000 -0.25826615 -0.17179684 0.07919324 0.11969862 0.01475708 0.32535587 0.00716388 0.03074597 0.83353817
10.99000000 -0.25990439 -0.15584896 0.08030543 0.10269586 0.01214445 0.32947322 0.00527322 0.03161516 0.84147692
11.00000000 -0.26138311 -0.13989402 0.08124635 0.08545202 0.00978517 0.33321152 0.00365102 0.03235995 0.84858746
11.01000000 -0.26270224 -0.12393000 0.08201378 0.06800114 0.00767932 0.33656385 0.00231208 0.03297381 0.85484559
11.02000000 -0.26386167 -0.10795439 0.08260580 0.05037797 0.00582708 0.33952395 0.00126897 0.03345131 0.86023014
11.03000000 -0.26486128 -0.09196430 0.08302088 0.03261781 0.00422872 0.34208623 0.00053196 0.03378813 0.86472302
11.04000000 -0.26570090 -0.07595645 0.08325782 0.01475646 0.00288469 0.34424573 0.00010888 0.03398116 0.86830920
11.05000000 -0.26638033 -0.05992734 0.08331579 -0.00316995 0.00179564 0.34599812 0.00000502 0.03402847 0.87097678
11.06000000 -0.26689936 -0.04387326 0.08319433 -0.02112501 0.00096243 0.34733972 0.00022313 0.03392938 0.87271702
11.07000000 -0.26725770 -0.02779040 0.08289332 -0.03907215 0.00038615 0.34826748 0.00076332 0.03368444 0.87352434
11.08000000 -0.26745506 -0.01167493 0.08241303 -0.05697478 0.00006815 0.34877895 0.00162306 0.03329546 0.87339634
11.09000000 -0.26749108 0.00447693 0.08175409 -0.07479636 0.00001002 0.34887234 0.00279725 0.03276545 0.87233383
11.10000000 -0.26736539 0.02066883 0.08091750 -0.09250054 0.00021360 0.34854651 0.00427818 0.03209866 0.87034081
11.11000000 -0.26707756 0.03690422 0.07990459 -0.11005124 0.00068096 0.34780093 0.00605564 0.03130051 0.86742450
11.12000000 -0.26662715 0.05318624 0.07871710 -0.12741279 0.00141439 0.34663578 0.00811701 0.03037756 0.86359533
11.13000000 -0.26601367 0.06951769 0.07735709 -0.14454998 0.00241635 0.34505188 0.01044735 0.02933747 0.85886696
11.14000000 -0.26523662 0.08590090 0.07582696 -0.16142825 0.00368948 0.34305079 0.01302954 0.02818891 0.85325620
11.15000000 -0.26429547 0.10233771 0.07412950 -0.17801371 0.00523650 0.34063475 0.01584444 0.02694153 0.84678307
11.16000000 -0.26318968 0.11882936 0.07226778 -0.19427329 0.00706021 0.33780678 0.01887106 0.02560586 0.83947074
11.17000000 -0.26191870 0.13537644 0.07024522 -0.21017482 0.00916339 0.33457065 0.02208673 0.02419324 0.83134550
11.18000000 -0.26048197 0.15197884 0.06806558 -0.22568712 0.01154878 0.33093093 0.02546734 0.02271571 0.82243673
11.19000000 -0.25887894 0.16863563 0.06573288 -0.24078010 0.01421899 0.32689301 0.02898753 0.02118595 0.81277682
11.20000000 -0.25710908 0.18534507 0.06325147 -0.25542484 0.01717640 0.32246316 0.03262093 0.01961713 0.80240115
11.21000000 -0.25517187 0.20210451 0.06062597 -0.26959370 0.02042312 0.31764852 0.03634038 0.01802285 0.79134798
11.22000000 -0.25306684 0.21891036 0.05786127 -0.28326036 0.02396087 0.31245715 0.04011821 0.01641700 0.77965839
11.23000000 -0.25079353 0.23575804 0.05496252 -0.29639990 0.02779093 0.30689805 0.04392645 0.01481368 0.76737615
11.24000000 -0.24835156 0.25264192 0.05193511 -0.30898890 0.03191397 0.30098123 0.04773707 0.01322706 0.75454766
11.25000000 -0.24574059 0.26955532 0.04878465 -0.32100549 0.03633003 0.29471767 0.05152226 0.01167130 0.74122174
11.26000000 -0.24296038 0.28649042 0.04551697 -0.33242939 0.04103838 0.28811940 0.05525465 0.01016040 0.72744956
11.27000000 -0.24001074 0.30343831 0.04213810 -0.34324198 0.04603740 0.28119951 0.05890753 0.00870813 0.71328444
11.28000000 -0.23689160 0.32038889 0.03865423 -0.35342636 0.05132452 0.27397215 0.06245510 0.00732789 0.69878168
11.29000000 -0.23360299 0.33733092 0.03507172 -0.36296737 0.05689608 0.26645259 0.06587266 0.00603266 0.68399837
11.30000000 -0.23014505 0.35425197 0.03139707 -0.37185164 0.06274723 0.25865717 0.06913682 0.00483483 0.66899318
11.31000000 -0.22651807 0.37113840 0.02763691 -0.38006760 0.06887186 0.25060338 0.07222569 0.00374620 0.65382614
11.32000000 -0.22272245 0.38797543 0.02379798 -0.38760554 0.07526247 0.24230980 0.07511903 0.00277779 0.63855837
11.33000000 -0.21875877 0.40474707 0.01988709 -0.39445759 0.08191010 0.23379614 0.07779839 0.00193985 0.62325187
11.34000000 -0.21462778 0.42143619 0.01591113 -0.40061774 0.08880423 0.22508321 0.08024729 0.00124174 0.60796924
11.35000000 -0.21033039 0.43802449 0.01187706 -0.40608186 0.09593273 0.21619289 0.08245124 0.00069191 0.59277336
11.36000000 -0.20586769 0.45449258 0.00779183 -0.41084770 0.10328175 0.20714813 0.08439792 0.00029779 0.57772716
11.37000000 -0.20124100 0.47081996 0.00366243 -0.41491484 0.11083572 0.19797292 0.08607716 0.00006579 0.56289327
11.38000000 -0.19645183 0.48698509 -0.00050415 -0.41828472 0.11857724 0.18869222 0.08748105 0.00000125 0.54833374
11.39000000 -0.19150192 0.50296541 -0.00470095 -0.42096059 0.12648710 0.17933193 0.08860391 0.00010840 0.53410974
11.40000000 -0.18639322 0.51873740 -0.00892106 -0.42294751 0.13454425 0.16991883 0.08944230 0.00039036 0.52028120
11.41000000 -0.18112795 0.53427666 -0.01315763 -0.42425228 0.14272578 0.16048050 0.08999500 0.00084916 0.50690654
11.42000000 -0.17570855 0.54955791 -0.01740386 -0.42488342 0.15100695 0.15104528 0.09026296 0.00148566 0.49404234
11.43000000 -0.17013773 0.56455510 -0.02165308 -0.42485114 0.15936123 0.14164212 0.09024925 0.00229965 0.48174301
11.44000000 -0.16441848 0.57924146 -0.02589871 -0.42416725 0.16776033 0.13230056 0.08995893 0.00328981 0.47006054
11.45000000 -0.15855403 0.59358958 -0.03013430 -0.42284513 0.17617430 0.12305056 0.08939900 0.00445378 0.45904414
11.46000000 -0.15254791 0.60757151 -0.03435354 -0.42089966 0.18457157 0.11392241 0.08857826 0.00578814 0.44874003
11.47000000 -0.14640392 0.62115880 -0.03855027 -0.41834715 0.19291913 0.10494664 0.08750717 0.00728853 0.43919111
11.48000000 -0.14012615 0.63432260 -0.04271851 -0.41520527 0.20118258 0.09615384 0.08619771 0.00894963 0.43043675
11.49000000 -0.13371897 0.64703379 -0.04685247 -0.41149297 0.20932636 0.08757454 0.08466323 0.01076526 0.42251255
11.50000000 -0.12718708 0.65926302 -0.05094654 -0.40723041 0.21731386 0.07923909 0.08291830 0.01272842 0.41545015
11.51000000 -0.12053542 0.67098083 -0.05499532 -0.40243887 0.22510763 0.07117746 0.08097852 0.01483136 0.40927700
11.52000000 -0.11376926 0.68215775 -0.05899363 -0.39714065 0.23266960 0.06341915 0.07886035 0.01706567 0.40401624
11.53000000 -0.10689417 0.69276441 -0.06293652 -0.39135899 0.23996126 0.05599296 0.07658093 0.01942232 0.39968657
11.54000000 -0.09991597 0.70277162 -0.06681928 -0.38511798 0.24694397 0.04892688 0.07415793 0.02189177 0.39630212
11.55000000 -0.09284083 0.71215049 -0.07063743 -0.37844245 0.25357916 0.04224789 0.07160935 0.02446404 0.39387240
11.56000000 -0.08567515 0.72087253 -0.07438676 -0.37135791 0.25982860 0.03598182 0.06895335 0.02712877 0.39240225
11.57000000 -0.07842566 0.72890978 -0.07806331 -0.36389038 0.26565473 0.03015316 0.06620810 0.02987531 0.39189182
11.58000000 -0.07109933 0.73623485 -0.08166338 -0.35606635 0.27102088 0.02478490 0.06339162 0.03269282 0.39233661
11.59000000 -0.06370343 0.74282111 -0.08518354 -0.34791268 0.27589160 0.01989838 0.06052161 0.03557032 0.39372749
11.60000000 -0.05624546 0.74864273 -0.08862063 -0.33945643 0.28023297 0.01551313 0.05761533 0.03849678 0.39605082
11.61000000 -0.04873320 0.75367481 -0.09197175 -0.33072485 0.28401286 0.01164670 0.05468946 0.04146119 0.39928850
11.62000000 -0.04117467 0.75789349 -0.09523430 -0.32174522 0.28720127 0.00831454 0.05175999 0.04445263 0.40341821
11.63000000 -0.03357812 0.76127603 -0.09840592 -0.31254476 0.28977059 0.00552982 0.04884211 0.04746035 0.40841345
11.64000000 -0.02595201 0.76380090 -0.10148455 -0.30315054 0.29169591 0.00330337 0.04595012 0.05047381 0.41424386
11.65000000 -0.01830503 0.76544791 -0.10446837 -0.29358937 0.29295525 0.00164349 0.04309736 0.05348274 0.42087533
11.66000000 -0.01064604 0.76619827 -0.10735586 -0.28388772 0.29352989 0.00055592 0.04029612 0.05647723 0.42827032
11.67000000 -0.00298411 0.76603467 -0.11014575 -0.27407162 0.29340456 0.00004368 0.03755763 0.05944774 0.43638807
11.68000000 0.00467155 0.76494140 -0.11283700 -0.26416658 0.29256767 0.00010704 0.03489199 0.06238515 0.44518490
11.69000000 0.01231157 0.76290439 -0.11542886 -0.25419746 0.29101155 0.00074346 0.03230817 0.06528082 0.45461448
11.70000000 0.01992645 0.75991129 -0.11792082 -0.24418844 0.28873259 0.00194753 0.02981400 0.06812659 0.46462818
11.71000000 0.02750657 0.75595157 -0.12031258 -0.23416293 0.28573139 0.00371095 0.02741614 0.07091484 0.47517532
11.72000000 0.03504223 0.75101652 -0.12260410 -0.22414347 0.28201291 0.00602252 0.02512015 0.07363849 0.48620352
11.73000000 0.04252363 0.74509937 -0.12479554 -0.21415165 0.27758654 0.00886817 0.02293046 0.07629102 0.49765902
11.74000000 0.04994093 0.73819531 -0.12688729 -0.20420810 0.27246616 0.01223100 0.02085047 0.07886648 0.50948699
11.75000000 0.05728424 0.73030152 -0.12887993 -0.19433236 0.26667016 0.01609128 0.01888253 0.08135952 0.52163187
11.76000000 0.06454366 0.72141725 -0.13077422 -0.18454289 0.26022142 0.02042657 0.01702804 0.08376533 0.53403765
11.77000000 0.07170928 0.71154378 -0.13257113 -0.17485694 0.25314728 0.02521179 0.01528747 0.08607971 0.54664820
11.78000000 0.07877125 0.70068455 -0.13427176 -0.16529058 0.24547942 0.03041935 0.01366049 0.08829900 0.55940755
11.79000000 0.08571971 0.68884507 -0.13587739 -0.15585860 0.23725376 0.03601923 0.01214595 0.09042013 0.57226017
11.80000000 0.09254490 0.67603299 -0.13738943 -0.14657452 0.22851030 0.04197919 0.01074204 0.09244052 0.58515125
11.81000000 0.09923716 0.66225812 -0.13880942 -0.13745053 0.21929291 0.04826488 0.00944632 0.09435815 0.59802694
11.82000000 0.10578690 0.64753235 -0.14013901 -0.12849746 0.20964907 0.05484003 0.00825580 0.09617146 0.61083457
11.83000000 0.11218468 0.63186972 -0.14137997 -0.11972482 0.19962967 0.06166668 0.00716702 0.09787939 0.62352288
11.84000000 0.11842122 0.61528637 -0.14253413 -0.11114071 0.18928866 0.06870534 0.00617613 0.09948129 0.63604220
11.85000000 0.12448740 0.59780053 -0.14360343 -0.10275186 0.17868273 0.07591522 0.00527897 0.10097694 0.64834464
11.86000000 0.13037429 0.57943245 -0.14458984 -0.09456364 0.16787098 0.08325449 0.00447114 0.10236649 0.66038420
11.87000000 0.13607318 0.56020441 -0.14549539 -0.08658003 0.15691449 0.09068049 0.00374805 0.10365045 0.67211692
11.88000000 0.14157559 0.54014067 -0.14632213 -0.07880364 0.14587597 0.09814999 0.00310501 0.10482963 0.68350100
11.89000000 0.14687330 0.51926740 -0.14707215 -0.07123578 0.13481932 0.10561944 0.00253727 0.10590512 0.69449685
11.90000000 0.15195834 0.49761265 -0.14774754 -0.06387640 0.12380917 0.11304522 0.00204010 0.10687826 0.70506720
11.91000000 0.15682304 0.47520625 -0.14835037 -0.05672419 0.11291049 0.12038393 0.00160882 0.10775059 0.71517709
11.92000000 0.16146006 0.45207981 -0.14888271 -0.04977657 0.10218808 0.12759262 0.00123885 0.10852384 0.72479393
11.93000000 0.16586235 0.42826659 -0.14934657 -0.04302976 0.09170613 0.13462905 0.00092578 0.10919988 0.73388751
11.94000000 0.17002322 0.40380143 -0.14974396 -0.03647880 0.08152780 0.14145197 0.00066535 0.10978069 0.74242999
11.95000000 0.17393633 0.37872072 -0.15007678 -0.03011763 0.07171469 0.14802136 0.00045354 0.11026832 0.75039589
11.96000000 0.17759571 0.35306225 -0.15034692 -0.02393911 0.06232648 0.15429866 0.00028654 0.11066489 0.75776203
11.97000000 0.18099578 0.32686516 -0.15055615 -0.01793511 0.05342042 0.16024702 0.00016083 0.11097253 0.76450751
11.98000000 0.18413135 0.30016984 -0.15070617 -0.01209656 0.04505097 0.16583153 0.00007316 0.11119338 0.77061370
11.99000000 0.18699765 0.27301783 -0.15079860 -0.00641350 0.03726937 0.17101941 0.00002057 0.11132955 0.77606411
12.00000000 0.18959033 0.24545171 -0.15083492 -0.00087518 0.03012327 0.17578025 0.00000038 0.11138310 0.78084441
12.01000000 0.19190545 0.21751501 -0.15081654 0.00452987 0.02365639 0.18008618 0.00001026 0.11135600 0.78494229
12.02000000 0.19393954 0.18925212 -0.15074473 0.00981378 0.01790818 0.18391199 0.00004816 0.11125018 0.78834750
12.03000000 0.19568955 0.16070815 -0.15062063 0.01498926 0.01291355 0.18723539 0.00011234 0.11106743 0.79105169
12.04000000 0.19715292 0.13192883 -0.15044526 0.02006949 0.00870261 0.19003703 0.00020139 0.11080944 0.79304845
12.05000000 0.19832750 0.10296042 -0.15021951 0.02506807 0.00530042 0.19230071 0.00031420 0.11047776 0.79433318
12.06000000 0.19921165 0.07384957 -0.14994413 0.02999892 0.00272688 0.19401341 0.00044997 0.11007383 0.79490311
12.07000000 0.19980417 0.04464323 -0.14961971 0.03487618 0.00099651 0.19516540 0.00060817 0.10959893 0.79475723
12.08000000 0.20010435 0.01538850 -0.14924673 0.03971416 0.00011840 0.19575030 0.00078861 0.10905420 0.79389624
12.09000000 0.20011194 -0.01386743 -0.14882551 0.04452720 0.00009615 0.19576510 0.00099134 0.10844063 0.79232260
12.10000000 0.19982716 -0.04307743 -0.14835623 0.04932964 0.00092783 0.19521015 0.00121671 0.10775908 0.79004045
12.11000000 0.19925070 -0.07219457 -0.14783891 0.05413568 0.00260603 0.19408923 0.00146534 0.10701024 0.78705562
12.12000000 0.19838373 -0.10117215 -0.14727345 0.05895932 0.00511790 0.19240941 0.00173810 0.10619470 0.78337567
12.13000000 0.19722788 -0.12996392 -0.14665962 0.06381428 0.00844531 0.19018110 0.00203613 0.10531289 0.77900987
12.14000000 0.19578523 -0.15852409 -0.14599702 0.06871389 0.01256494 0.18741792 0.00236080 0.10436513 0.77396921
12.15000000 0.19405832 -0.18680752 -0.14528515 0.07367103 0.01744853 0.18413663 0.00271371 0.10335165 0.76826647
12.16000000 0.19205015 -0.21476977 -0.14452337 0.07869804 0.02306303 0.18035701 0.00309669 0.10227255 0.76191620
12.17000000 0.18976414 -0.24236725 -0.14371092 0.08380663 0.02937094 0.17610174 0.00351178 0.10112789 0.75493479
12.18000000 0.18720416 -0.26955729 -0.14284692 0.08900782 0.03633057 0.17139624 0.00396120 0.09991764 0.74734052
12.19000000 0.18437449 -0.29629825 -0.14193042 0.09431187 0.04389633 0.16626853 0.00444736 0.09864176 0.73915354
12.20000000 0.18127983 -0.32254964 -0.14096031 0.09972818 0.05201913 0.16074901 0.00497285 0.09730015 0.73039597
12.21000000 0.17792526 -0.34827218 -0.13993545 0.10526527 0.06064676 0.15487032 0.00554039 0.09589273 0.72109193
12.22000000 0.17431627 -0.37342792 -0.13885458 0.11093068 0.06972421 0.14866710 0.00615281 0.09441946 0.71126751
12.23000000 0.17045871 -0.39798031 -0.13771639 0.11673092 0.07919416 0.14217577 0.00681305 0.09288033 0.70095088
12.24000000 0.16635879 -0.42189427 -0.13651949 0.12267143 0.08899739 0.13543431 0.00752414 0.09127540 0.69017226
12.25000000 0.16202307 -0.44513630 -0.13526248 0.12875652 0.09907316 0.12848204 0.00828912 0.08960483 0.67896393
12.26000000 0.15745841 -0.46767454 -0.13394387 0.13498933 0.10935974 0.12135936 0.00911106 0.08786892 0.66736025
12.27000000 0.15267202 -0.48947882 -0.13256219 0.14137179 0.11979476 0.11410750 0.00999299 0.08606811 0.65539759
12.28000000 0.14767138 -0.51052076 -0.13111593 0.14790457 0.13031573 0.10676830 0.01093788 0.08420302 0.64311439
12.29000000 0.14246424 -0.53077379 -0.12960360 0.15458710 0.14086041 0.09938391 0.01194859 0.08227448 0.63055102
12.30000000 0.13705862 -0.55021323 -0.12802370 0.16141748 0.15136730 0.09199659 0.01302780 0.08028354 0.61774976
12.31000000 0.13146276 -0.56881630 -0.12637477 0.16839252 0.16177599 0.08464844 0.01417802 0.07823150 0.60475472
12.32000000 0.12568515 -0.58656222 -0.12465538 0.17550771 0.17202762 0.07738115 0.01540148 0.07611997 0.59161173
12.33000000 0.11973444 -0.60343219 -0.12286416 0.18275719 0.18206520 0.07023576 0.01670009 0.07395083 0.57836822
12.34000000 0.11361948 -0.61940943 -0.12099981 0.19013379 0.19183402 0.06325245 0.01807543 0.07172631 0.56507306
12.35000000 0.10734928 -0.63447922 -0.11906109 0.19762902 0.20128194 0.05647031 0.01952861 0.06944895 0.55177643
12.36000000 0.10093296 -0.64862892 -0.11704687 0.20523308 0.21035974 0.04992710 0.02106031 0.06712167 0.53852964
12.37000000 0.09437980 -0.66184791 -0.11495611 0.21293487 0.21902133 0.04365909 0.02267063 0.06474777 0.52538491
12.38000000 0.08769914 -0.67412770 -0.11278789 0.22072205 0.22722408 0.03770086 0.02435911 0.06233091 0.51239515
12.39000000 0.08090040 -0.68546184 -0.11054143 0.22858103 0.23492897 0.03208510 0.02612464 0.05987518 0.49961378
12.40000000 0.07399307 -0.69584593 -0.10821608 0.23649702 0.24210078 0.02684250 0.02796542 0.05738504 0.48709442
12.41000000 0.06698666 -0.70527761 -0.10581135 0.24445408 0.24870826 0.02200155 0.02987890 0.05486536 0.47489066
12.42000000 0.05989069 -0.71375656 -0.10332691 0.25243516 0.25472422 0.01758846 0.03186176 0.05232142 0.46305580
12.43000000 0.05271469 -0.72128442 -0.10076262 0.26042216 0.26012560 0.01362705 0.03390985 0.04975887 0.45164252
12.44000000 0.04546816 -0.72786476 -0.09811851 0.26839598 0.26489355 0.01013862 0.03601820 0.04718375 0.44070267
12.45000000 0.03816054 -0.73350308 -0.09539482 0.27633657 0.26901338 0.00714193 0.03818095 0.04460250 0.43028689
12.46000000 0.03080122 -0.73820671 -0.09259196 0.28422304 0.27247458 0.00465308 0.04039137 0.04202186 0.42044439
12.47000000 0.02339949 -0.74198480 -0.08971061 0.29203367 0.27527072 0.00268554 0.04264183 0.03944894 0.41122261
12.48000000 0.01596457 -0.74484820 -0.08675162 0.29974605 0.27739942 0.00125010 0.04492385 0.03689112 0.40266694
12.49000000 0.00850553 -0.74680946 -0.08371609 0.30733711 0.27886219 0.00035485 0.04722805 0.03435605 0.39482045
12.50000000 0.00103134 -0.74788271 -0.08060536 0.31478324 0.27966427 0.00000522 0.04954424 0.03185163 0.38772357
12.51000000 -0.00644921 -0.74808360 -0.07742099 0.32206034 0.27981454 0.00020401 0.05186143 0.02938593 0.38141389
12.52000000 -0.01392748 -0.74742923 -0.07416480 0.32914394 0.27932523 0.00095143 0.05416787 0.02696718 0.37592584
12.53000000 -0.02139501 -0.74593805 -0.07083884 0.33600928 0.27821179 0.00224516 0.05645112 0.02460369 0.37129053
12.54000000 -0.02884352 -0.74362978 -0.06744542 0.34263140 0.27649262 0.00408042 0.05869814 0.02230382 0.36753544
12.55000000 -0.03626495 -0.74052531 -0.06398710 0.34898526 0.27418886 0.00645009 0.06089536 0.02007593 0.36468431
12.56000000 -0.04365144 -0.73664661 -0.06046669 0.35504580 0.27132412 0.00934474 0.06302876 0.01792830 0.36275693
12.57000000 -0.05099538 -0.73201666 -0.05688725 0.36078807 0.26792420 0.01275283 0.06508402 0.01586908 0.36176898
12.58000000 -0.05828935 -0.72665930 -0.05325208 0.36618730 0.26401687 0.01666075 0.06704657 0.01390623 0.36173191
12.59000000 -0.06552622 -0.72059916 -0.04956473 0.37121903 0.25963157 0.02105299 0.06890179 0.01204746 0.36265289
12.60000000 -0.07269908 -0.71386156 -0.04582900 0.37585921 0.25479916 0.02591227 0.07063507 0.01030016 0.36453467
12.61000000 -0.07980128 -0.70647240 -0.04204893 0.38008425 0.24955163 0.03121966 0.07223202 0.00867131 0.36737558
12.62000000 -0.08682644 -0.69845806 -0.03822878 0.38387119 0.24392183 0.03695474 0.07367854 0.00716749 0.37116953
12.63000000 -0.09376844 -0.68984530 -0.03437304 0.38719773 0.23794327 0.04309573 0.07496104 0.00579472 0.37590600
12.64000000 -0.10062144 -0.68066113 -0.03048643 0.39004237 0.23164979 0.04961964 0.07606653 0.00455846 0.38157010
12.65000000 -0.10737985 -0.67093278 -0.02657387 0.39238449 0.22507540 0.05650245 0.07698280 0.00346356 0.38814263
12.66000000 -0.11403837 -0.66068750 -0.02264048 0.39420443 0.21825399 0.06371920 0.07769857 0.00251415 0.39560021
12.67000000 -0.12059197 -0.64995255 -0.01869158 0.39548359 0.21121916 0.07124419 0.07820363 0.00171364 0.40391537
12.68000000 -0.12703588 -0.63875507 -0.01473267 0.39620450 0.20400402 0.07905106 0.07848900 0.00106462 0.41305674
12.69000000 -0.13336562 -0.62712195 -0.01076941 0.39635091 0.19664097 0.08711300 0.07854702 0.00056888 0.42298919
12.70000000 -0.13957696 -0.61507981 -0.00680762 0.39590788 0.18916159 0.09540284 0.07837152 0.00022731 0.43367406
12.71000000 -0.14566594 -0.60265488 -0.00285326 0.39486183 0.18159645 0.10389317 0.07795793 0.00003993 0.44506933
12.72000000 -0.15162887 -0.58987288 0.00108757 0.39320061 0.17397501 0.11255649 0.07730336 0.00000580 0.45712990
12.73000000 -0.15746229 -0.57675902 0.00500867 0.39091359 0.16632549 0.12136532 0.07640672 0.00012305 0.46980783
12.74000000 -0.16316302 -0.56333786 0.00890373 0.38799166 0.15867477 0.13029231 0.07526877 0.00038885 0.48305256
12.75000000 -0.16872810 -0.54963324 0.01276636 0.38442737 0.15104835 0.13931032 0.07389220 0.00079941 0.49681123
12.76000000 -0.17415482 -0.53566826 0.01659011 0.38021487 0.14347024 0.14839253 0.07228168 0.00134998 0.51102894
12.77000000 -0.17944068 -0.52146518 0.02036848 0.37535007 0.13596297 0.15751255 0.07044384 0.00203489 0.52564904
12.78000000 -0.18458340 -0.50704539 0.02409493 0.36983056 0.12854751 0.16664446 0.06838732 0.00284754 0.54061341
12.79000000 -0.18958093 -0.49242933 0.02776291 0.36365573 0.12124332 0.17576288 0.06612274 0.00378043 0.55586275
12.80000000 -0.19443140 -0.47763648 0.03136586 0.35682673 0.11406830 0.18484309 0.06366266 0.00482523 0.57133689
12.81000000 -0.19913313 -0.46268527 0.03489727 0.34934654 0.10703883 0.19386100 0.06102150 0.00597280 0.58697505
12.82000000 -0.20368463 -0.44759312 0.03835064 0.34121994 0.10016980 0.20279327 0.05821552 0.00721325 0.60271614
12.83000000 -0.20808458 -0.43237633 0.04171954 0.33245352 0.09347465 0.21161731 0.05526267 0.00853601 0.61849902
12.84000000 -0.21233180 -0.41705013 0.04499760 0.32305571 0.08696541 0.22031131 0.05218250 0.00992989 0.63426278
12.85000000 -0.21642526 -0.40162862 0.04817858 0.31303673 0.08065278 0.22885429 0.04899600 0.01138316 0.64994701
